,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC10481214,AC10481214,990038282970603338,http://data.onb.ac.at/ABO/%2BZ148208503,Z148208503,"Tott, François <<de>> ; http://d-nb.info/gnd/117727776",Mémoires sur les Turcs et les Tartares ; (DE-588)4809561-8,,<<Herrn Baron von Tott's>> Nachrichten von den Türken und Tataren $ mit Herrn von Peyssonnel's Verbesserungen und Zusätzen. Aus dem Französischen,Zweyter und lezter Theil ; Mit Kupfern,,Frankfurt und Leipzig,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 $ Leipzig ; http://d-nb.info/gnd/4035206-7,,bei Christoph Weigel und A. G. Schneider,Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1788,1788,"318 Seiten, 3 ungezählte Seiten, 5 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Bildtafel",6 Illustrationen,6,,8°,Die Illustrationen sind 6 Kupferstichillustrationen. - Holzschnitt-Vignetten auf den Titelblättern ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin , Chatzipanagioti-Sangmeister, 1142 ; Engelmann II, 993 ; Stuck, I, 3421",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,"Peyssonnel, Charles <<de>> ; http://d-nb.info/gnd/124383645",,"Weigel, Christoph ; http://d-nb.info/gnd/118630067",,,Reisebericht,,,Reise ; Osmanisches Reich ; Geschichte 1755-1763 ; Osmanisches Reich ; Landeskunde ; Geschichte 18. Jahrhundert ; Reise ; Krim ; Geschichte 1768-1769 ; Orient,TravelogueD18 Asien $ TravelogueD18 Orient,,251329-B.11 MAG,ZFID,
AC15245691,AC15245691,9958530076603338,"http://data.onb.ac.at/ABO/%2BZ16442090X;
http://data.onb.ac.at/ABO/%2BZ98088603;
http://data.onb.ac.at/ABO/%2BZ198359906","Z16442090X;
Z98088603;
Z198359906","Tott, François <<de>> ; http://d-nb.info/gnd/117727776",Mémoires sur les Turcs et les Tartares ; (DE-588)4809561-8,Sammlung der besten Reisebeschreibungen ; Drei und dreissigster Band,<<Des Herrn Baron von Tott>> Nachrichten von den Türken und Tataren $ mit H. v. Payssonnel's Verbesserungen und Zusätzen,Erste Abtheilung,,Brünn,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,gedruckt bei Joseph Georg Traßler $ und im Verlage Fr. Anton Schrämbls,"Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1789,1789,395 Seiten,,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: . - Der Titel ist der Seite 3 entnommen,,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,"Peyssonnel, Charles <<de>> ; http://d-nb.info/gnd/124383645",,,,,,,Reisebericht,,,Reise ; Osmanisches Reich ; Geschichte 1755-1763 ; Osmanisches Reich ; Landeskunde ; Geschichte 18. Jahrhundert ; Reise ; Krim ; Geschichte 1768-1769 ; Orient,TravelogueD18 Europa Asien $ TravelogueD18 Orient,,214905-A.33 MAG $ 251353-A.33 MAG $ 265006-A.33 MAG $ 214905-A UNASSIGNED,ZALT $ ZFID $ ZFID $ ZALT,
AC15245692,AC15245692,9958530076503338,http://data.onb.ac.at/ABO/%2BZ198360003,Z198360003,"Tott, François <<de>> ; http://d-nb.info/gnd/117727776",Mémoires sur les Turcs et les Tartares ; (DE-588)4809561-8,Sammlung der besten Reisebeschreibungen ; Vier und dreißigster Band,<<Des Herrn Baron von Tott>> Nachrichten von den Türken und Tataren $ mit H. v. Payssonnel's Verbesserungen und Zusätzen,Zweite Abtheilung,,Brünn,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,gedruckt bei Joseph Georg Traßler $ und im Verlage Fr. Anton Schrämbls,"Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1789,1789,379 Seiten,,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: . - Der Titel ist der Seite 3 entnommen,,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,"Peyssonnel, Charles <<de>> ; http://d-nb.info/gnd/124383645",,,,,,,Reisebericht,,,Reise ; Osmanisches Reich ; Geschichte 1755-1763 ; Osmanisches Reich ; Landeskunde ; Geschichte 18. Jahrhundert ; Reise ; Krim ; Geschichte 1768-1769 ; Orient,TravelogueD18 Europa Asien $ TravelogueD18 Orient,,214905-A.34 MAG $ 265006-A.34 MAG $ 251353-A.34 MAG $ 214905-A UNASSIGNED,ZALT $ ZFID $ ZFID $ ZALT,
AC05633848,AC05633848,990046451840603338,http://data.onb.ac.at/ABO/%2BZ174785603,Z174785603,"Volney, Constantin-François ; http://d-nb.info/gnd/11880569X",Voyage en Syrie et en Égypte ; 1787,,"<<C. F. Volney's>> Reise nach Syrien und Aegypten $ in den Jahren 1783, 1784, 1785. Aus dem Französischen übersetzt. Mit Charten und Kupfern",Zweyter Theil,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Johann Michael Mauke,"Maucke, Johann Michael ; http://d-nb.info/gnd/103751095X","Maucke, Johann Michael ; http://d-nb.info/gnd/103751095X",1788,1788,"370 Seiten, 2 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Bildtafel",2 Illustrationen,2,,8°,Die Illustrationen sind 1 Kupferstich-Illustration (gestochen und signiert von J. C. J. Friedrich) und 1 Kupferstich-Plan,"Bibliografischer Nachweis: Fromm VI, 26861 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0206 ; Tobler, Bibliographia Geographica Palaestinae, 135 ; Kainbacher, Erforschung Afrikas, S. 495",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,"Friedrich, Jacob ; http://d-nb.info/gnd/142617628",,,Reisebericht,,,Reise ; Syrien ; Naher Osten ; Ägypten ; Geschichte 1783-1785 ; Osmanisches Reich ; Orient,TravelogueD18 Afrika Asien $ TravelogueD18 Orient,,279407-B.2 MAG,ZFID,
AC05633843,AC05633843,990046451820603338,http://data.onb.ac.at/ABO/%2BZ174785500,Z174785500,"Volney, Constantin-François ; http://d-nb.info/gnd/11880569X",Voyage en Syrie et en Égypte ; 1787,,"<<C. F. Volney's>> Reise nach Syrien und Aegypten $ in den Jahren 1783, 1784, 1785. Aus dem Französischen übersetzt. Mit Charten und Kupfern",Erster Theil,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Johann Michael Mauke,"Maucke, Johann Michael ; http://d-nb.info/gnd/103751095X","Maucke, Johann Michael ; http://d-nb.info/gnd/103751095X",1788,1788,"16 ungezählte Seiten, 318 Seiten, 2 ungezählte gefaltete Blätter Karten",2 Karten,,2,8°,2 Kupferstich-Karten. - Holzschnitt-Vignette im Text,"Bibliografischer Nachweis: Fromm VI, 26861 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0206 ; Tobler, Bibliographia Geographica Palaestinae, 135 ; Kainbacher, Erforschung Afrikas, S. 495",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,,,,Reisebericht,,,Reise ; Syrien ; Naher Osten ; Ägypten ; Geschichte 1783-1785 ; Osmanisches Reich ; Orient,TravelogueD18 Afrika Asien $ TravelogueD18 Orient,,279407-B.1 MAG,ZFID,
AC13090259,AC13090259,990049063210603338,,,"Vratislav z Mitrovic, Václav ; http://d-nb.info/gnd/100710026",,,<<Des Freyherrn von Wratislaw>> merkwürdige Gesandschaftsreise von Wien nach Konstantinopel $ So gut als aus dem Englischen übersetzt,,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,in der von Schönfeldschen Buchhandlung,Schönfeldische Buchhandlung ; http://d-nb.info/gnd/1053235992,,1786,1786,"14 ungezählte Seiten, 471 Seiten, 1 ungezähltes Blatt Bildtafel",2 Illustrationen,2,,8°,Die Illustrationen sind 1 Kupferstich-Illustration als Frontispiz und 1 Kupferstich-Porträt als Titelvignette. - Vignetten im Text ; Fußnoten mit Anmerkungen,"Bibliografischer Nachweis: VD18 10678751 ; Weber, Voyages and Travels (1953), 220",Ungezählte Seite 3: Widmung an das Haus Wratislaw. - Ungezählte Seite 5-14: Vorrede des Verlegers,,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Konstantinopel ; Osmanisches Reich ; Gesandtschaft ; Geschichte 1591,TravelogueD18 Europa Asien $ TravelogueD18 Orient,,284163-B MAG,ZFID,VD18 10678751 $2 vd17
AC08505240,AC08505240,9958717478203338,http://data.onb.ac.at/ABO/%2BZ12492780X,Z12492780X,"Wyttenbach, Jacob Samuel ; http://d-nb.info/gnd/124607497",Reise und Boebachtungen durch Egypten und Arabien,,Reise und Beobachtungen durch Egypten und Arabien $ aus den grossen Werken verschiedener gelehrten Reisenden $ [Jacob Samuel Wyttenbach],Erster Band,,Bern und Winterthur,Bern ; http://d-nb.info/gnd/4005762-8 $ Winterthur ; http://d-nb.info/gnd/4066337-1,Bern ; http://d-nb.info/gnd/4005762-8,"bey der typographischen Gesellschaft, $ und Heinrich Steiner und Compagnie",Typographische Gesellschaft ; http://d-nb.info/gnd/5536415-9 $ Heinrich Steiner & Comp. ; http://d-nb.info/gnd/1073088146,Typographische Gesellschaft ; http://d-nb.info/gnd/5536415-9,1779,1779,"4 ungezählte Seiten, 434 Seiten, XI Blätter Bildtafeln, A-C, das heißt 3 mehrfach gefaltete Blätter Karten","11 Illustrationen, 3 Karten",11,3,8°,"Die Illustrationen sind 11 Kupferstich-Illustrationen, 3 Kupferstich-Karten (A: Nili Brachia Ambo Majora cum Oppidis et Vicis in utrâque ripâ sitis, B: Mare Rubrum seu Sinus Arabicus ad observationes maximam partem ab Auctore annis MDCCLXII et MDCCLXIII institutas delineatus a C. Niebuhr, C: Terrae Yemen maxima Pars). - Holzschnitt-Vignetten im Text ; Fußnoten","Bibliografischer Nachweis: Holzmann-Bohatta III 11544 ; Bibliografie Reiseliteratur Eutin ; VD18 90672429 ; Chatzipanagioti-Sangmeister, 1217 ; Hilmy II, 293 ; Richarderie I, 249 ; Stuck, 1644",,,ger,,Enthält Expression eines aus dem Lateinischen übersetzten Werkes $ In Fraktur,VD18 90672429,"Niebuhr, Carsten ; http://d-nb.info/gnd/118734784 $ Forsskål, Peter ; http://d-nb.info/gnd/119251167","Wyttenbach, Jacob Samuel ; http://d-nb.info/gnd/124607497",,,,"Lardy, François Guillaume ; http://d-nb.info/gnd/1089796390",,,Reisebericht,,"Forsskål, Peter : Flora Aegyptiaco-Arabica $ Niebuhr, Carsten : Beschreibung von Arabien",Forschungsreise ; Arabien ; Topografie ; Geschichte 1761-1767 ; Botanik,TravelogueD18 Asien Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,251293-B.1 MAG,ZFID,VD18 90672429
AC08505241,AC08505241,9958717478003338,http://data.onb.ac.at/ABO/%2BZ124927902,Z124927902,"Wyttenbach, Jacob Samuel ; http://d-nb.info/gnd/124607497",Reise und Boebachtungen durch Egypten und Arabien,,Reise und Beobachtungen durch Egypten und Arabien $ aus den grossen Werken verschiedener gelehrten Reisenden $ [Jacob Samuel Wyttenbach],Zweiter Band,,Bern $ Winterthur,Bern ; http://d-nb.info/gnd/4005762-8,Bern ; http://d-nb.info/gnd/4005762-8,"bey der neuen typographischen Gesellschaft, $ und Heinrich Steiner und Compagnie",Typographische Gesellschaft ; http://d-nb.info/gnd/5536415-9 $ Heinrich Steiner & Comp. ; http://d-nb.info/gnd/1073088146,Typographische Gesellschaft ; http://d-nb.info/gnd/5536415-9 $ Heinrich Steiner & Comp. ; http://d-nb.info/gnd/1073088146,1781,1781,"2 ungezählte Seiten, 444 Seiten, VIII Blätter Bildtafel, D-F, das heißt 3 mehrfach gefaltetes Blätter Bildtafeln","8 Illustrationen, 3 Karten",8,3,8°,"Die Illustrationen sind 3 Kufperstich-Karten( D: Terrae Omân delineatio Auctore C. Niebuhr, E: Sinus Persicus maximam partem ad observationes proprias A. MDCCLXV institutas delineatus a C. Niebuhr, F: Tabula Itineraria a Sues usque ad Dsjäbbel El Mokátteb et Montem Sinai), 8 Kupferstichillustrationen. - Holzschnitt-Vignetten ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Holzmann-Bohatta III, 11544 ; VD18 90672437 ; Chatzipanagioti-Sangmeister, 1217 ; Stuck, 1644 ; Richarderie I, 249 ; Hilmy II, 293",,,ger,,In Fraktur,VD18 90672437,"Niebuhr, Carsten ; http://d-nb.info/gnd/118734784","Wyttenbach, Jacob Samuel ; http://d-nb.info/gnd/124607497",,,,,,,Reisebericht $ Aufsatzsammlung,,"Niebuhr, Carsten : Beschreibung von Arabien",Forschungsreise ; Arabien ; Geschichte 1761-1767 ; Orient ; Osmanisches Reich,TravelogueD18 Asien Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,251293-B.2 MAG,ZFID,VD18 90672437
AC10911865,AC10911865,990043683280603338,http://data.onb.ac.at/ABO/%2BZ167678603,Z167678603,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geist=reiche Brief/ Schrifften und Reis=Beschreibungen/ Welche von denen Missionariis Der Gesellschaft Jesu Aus Beyden Jndien, und andern Über Meer gelegegenen Ländern/ Seit Anno 1642. bis 1726. in Europa angelangt sind. $ Jetzt zum erstenmahl Theils aus Handschrifftlichen Urkunden/ theils aus denen Französischen Lettres Edifiantes verteutscht und zusammen getragen Von Josepho Stöcklein, gedachter Gesellschafft Jesu Priestern",Vierter Theil ; Von Anno 1702. bis 1704.,,Augspurg und Grätz,Augsburg ; http://d-nb.info/gnd/4003614-5 $ Graz ; http://d-nb.info/gnd/4021912-4,Augsburg ; http://d-nb.info/gnd/4003614-5,"Verlegts Philipp, Martin, und Johann Veit seel. Erben",Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,Anno 1726,1726,"10 ungezählte Seiten, 116 Seiten, 1 ungezähltes Blatt Karte",1 Karte,,1,2°,Die Illustrationen sind 1 Kupferstich-Karte. - Holzschnitt-Vignetten ; Initialen ; Text zweispaltig gedruckt,"Bibliografischer Nachweis: De Backer / Sommervogel. - Enthält 14 Briefe von Missionen aus Indien, Südamerika, den Philippinen, Südostasien, China und 1 Reisebericht","Ungezählte Seite 2: Privilegium Caesareum, gezeichnet von Maximilian Galler, Datum 30.12.1724 Wien",,ger,fre $ mul,Enthält Expressionen von Übersetzungen aus verschiedenen Sprachen $ In Fraktur,,"Schillinger, Franz Caspar ; http://d-nb.info/gnd/1012301613","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,,,,,Briefsammlung $ Reisebericht,," : Lettres edifiantes et curieuses, écrites des missions étrangères, par quelques missionaires de la Compagnie de Jesus $ Schillinger, Franz Caspar : Ost-Indianische Reise-Beschreibung","Mission ; Jesuiten ; Südostasien ; Philippinen ; Indien ; Südamerika ; Geschichte 1702-1704 ; Reise ; Schillinger, Franz Caspar ; Weber, Wilhelm ; Mayr, Wilhelm ; Mittelmeer ; Osmanisches Reich ; Türkei ; Armenien ; Indien ; Geschichte 1699-1702",TravelogueD18 Asien Südamerika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.1,4) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC10911858,AC10911858,990043683270603338,http://data.onb.ac.at/ABO/%2BZ167678500,Z167678500,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,Allerhand So Lehr= als Geist=reiche Brief/ Schrifften und Reis=Beschreibungen/ Welche von denen Missionariis Der Gesellschaft Jesu Auß Beyden Jndien/ und andern über Meer gelegegenen Ländern/ Seit Anno 1642. bis 1726. in Europâ angelangt seynd. $ Jetzt zum erstenmahl Theils auß Handschrifftlichen Urkunden/ theils auß denen Französischen Lettres Edifiantes verteutscht und zusammen getragen von Josepho Stöcklein gedachter Gesellschafft Jesu Priestern,Dritter Theil ; Von Anno 1700. bis 1702. und Von Numero 64. bis Num. 80,,Augspurg und Grätz,Augsburg ; http://d-nb.info/gnd/4003614-5 $ Graz ; http://d-nb.info/gnd/4021912-4,Augsburg ; http://d-nb.info/gnd/4003614-5,Verlegts Philipp/ Martin/ und Johann Veit seel. Erben,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,Anno 1725,1726,"12 ungezählte Seiten, 116 Seiten",3 Karten,,3,2°,Die Illustrationen sind 3 Kupferstich-Karten. - Holzschnitt-Vignetten ; Initialen ; Text zweispaltig gedruckt,"Bibliografischer Nachweis: De Backer / Sommervogel. - Enthält 15 Briefe von Missionen aus Indien, Südamerika, den Philippinen, Südostasien, Nordamerika und 1 Reisebericht Reich","Ungezählte Seite 2: Privilegium Caesareum, gezeichnet von Maximilian Galler, Datum 30.12.1724 Wien",,ger,fre $ mul,Enthält Expression von aus dem Französischen übersetzten Werk $ In Fraktur,,"Poncet, Charles Jacques ; http://d-nb.info/gnd/1015992544","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,"Le Gobien, Charles ; http://d-nb.info/gnd/123814952",,,,,Briefsammlung $ Reisebericht,,"Poncet, Charles Jacques : Relation abrégée du voyage en Ethiopie en 1698, 1699 et 1700 ; http://viaf.org/viaf/808159337557913150007 $  : Lettres edifiantes et curieuses, écrites des missions étrangères, par quelques missionaires de la Compagnie de Jesus","Mission ; Jesuiten ; Mexiko ; Südostasien ; Philippinen ; Indien ; Südamerika ; Geschichte 1700-1702 ; Reise ; Ägypten ; Äthiopien ; Arabien ; Osmanisches Reich ; Poncet, Charles Jacques ; Geschichte 1698-1701",TravelogueD18 Asien Südamerika Nordamerika Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.1,3) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC10912213,AC10912213,990043683660603338,http://data.onb.ac.at/ABO/%2BZ167679000,Z167679000,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geist=reiche Brief/ Schrifften und Reis=Beschreibungen/ Welche von denen Missionariis Der Gesellschaft Jesu Auß Beyden Jndien/ und andern über Meer gelegegenen Ländern/ Seit Anno 1642. bis 1726. in Europa angelangt seynd. $ Jetzt zum erstenmahl Theils aus Handschrifftlichen Urkunden/ theils aus denen Französischen Lettres Edifiantes verteutscht und zusammen getragen Von Josepho Stöcklein, gedachter Gesellschafft Jesu Priester",Achter Theil ; Von Anno 1720. biß 1725. und von Numero 185. biß Num. 217. Sambt einem General-Index oder allgemeinem Zeiger,,Augspurg und Grätz,Augsburg ; http://d-nb.info/gnd/4003614-5 $ Graz ; http://d-nb.info/gnd/4021912-4,Augsburg ; http://d-nb.info/gnd/4003614-5,Verlegts Philipp/ Martin/ und Johann Veith seel. Erben,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1726,1726,"10 ungezählte Seiten, 64 Seiten, 64 ungezählte Seiten",,,,2°,Kein illustrierender Inhalt.- Holzschnitt-Vignetten ; Initialen ; Text zweispaltig gedruckt,"Bibliografischer Nachweis: De Backer / Sommervogel. - Enthält 30 Briefe von Missionen aus Südamerika, Nordamerika, den Philippinen, China, Südostasien, Abyssinien (das heißt Äthiopien) und 1 Zusammenfassung eines Reiseberichtes, 2 Berichte","Ungezählte Seite 2: Privilegium Caesareum, gezeichnet von Maximilian Galler, Datum 30.12.1724 Wien",Gesamttitelbl. für Bund 1: Erster Bund oder die 8. Erste Theil,ger,fre $ mul,,,"Lovina, Josephus","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,,,,,Briefsammlung $ Reisebericht,, : ,Mission ; Jesuiten ; Philippinen ; Nordamerika ; Südamerika ; Äthiopien ; Türkei ; Geschichte 1720-1725,TravelogueD18 Südamerika Asien Afrika $ TravelogueD18 Orient,,"79.Bb.89.(Vol.1,8) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC10911891,AC10911891,990043683360603338,http://data.onb.ac.at/ABO/%2BZ167678809,Z167678809,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geist=reiche Brief/ Schrifften und Reis=Beschreibungen/ Welche von denen Missionariis Der Gesellschaft Jesu Auß Beyden Jndien/ und andern über Meer gelegegenen Ländern/ Seit Anno 1642. bis 1726. in Europa angelangt seynd. $ Jetzt zum erstenmahl Theils aus Handschrifftlichen Urkunden/ theils aus denen Französischen Lettres Edifiantes verteutscht und zusammen getragen Von Josepho Stöcklein, gedachter Gesellschafft Jesu Priester",Sechster Theil/ ; Von Anno 1711. biß 1715. und von Numero 127. biß Num. 149,,Augspurg und Grätz,Augsburg ; http://d-nb.info/gnd/4003614-5 $ Graz ; http://d-nb.info/gnd/4021912-4,Augsburg ; http://d-nb.info/gnd/4003614-5,Verlegts Philipp/ Martin/ und Johann Veith seel. Erben,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1726,1726,"10 ungezählte Seiten, 110 Seiten, 2 ungezählte Seiten, 2 ungezählte gefaltete Blätter Karten",2 Karten,,2,2°,Die Illustrationen sind 2 Kupferstich-Karten.- Holzschnitt-Vignetten ; Initialen ; Text zweispaltig gedruckt,"Bibliografischer Nachweis: De Backer / Sommervogel. - Enthält 22 Briefe von Missionen aus Indien, Nordamerika, den Philippinen, China und Südostasien und 1 Zusammenfassung eines Reiseberichtes","Ungezählte Seite 2: Privilegium Caesareum, gezeichnet von Maximilian Galler, Datum 30.12.1724 Wien",,ger,fre $ mul,Enhält Expressionen von Übersetzungen aus verschiedenen Sprachen $ In Fraktur,,,"Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,,,,,Briefsammlung $ Reisebericht,," : Lettres edifiantes et curieuses, écrites des missions étrangères, par quelques missionaires de la Compagnie de Jesus $ Lucas, Paul : Voyage du Sieur Paul Lucas au Levant","Mission ; Jesuiten ; Philippinen ; Nordamerika ; China ; Indien ; Geschichte 1711-1715 ; Reise ; Lucas, Paul ; Ägypten ; Osmanisches Reich ; Geschichte 1699-1703",TravelogueD18 Asien Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.1,6) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC10912336,AC10912336,990043683810603338,http://data.onb.ac.at/ABO/%2BZ167679206,Z167679206,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geist=reiche Brieff, Schifften Und Reis=Beschreibungen/ Welche von denen Missionariis der Gesellschaft Jesu Aus Jndien, Und andern weit=entferneten Ländern bis Anno 1726. in Europa angelangt seynd. $ Jetzt zum ersten mahl Theils aus Handschrifftlichen Urkunden/ theils aus denen Französischen Nouveaux Memoires des Missions de la Compagnie de Jesus dans le Levant Verteutscht und zusammen getragen Von Josepheo Stöcklein, gedachter Societät Priestern","Der zehende Theil ; Von Numero 249. biß Numero 263. Begreifft Egyptische und Armenische Kirchen=Geschichten, Sampt Einem Bireflein aus Sud=America",,Augspurg und Grätz,Augsburg ; http://d-nb.info/gnd/4003614-5 $ Graz ; http://d-nb.info/gnd/4021912-4,Augsburg ; http://d-nb.info/gnd/4003614-5,Verlegts Philipp/ und Martin Veith/ Gebrüder,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1727,1727,"8 ungezählte Seiten, 106 Seiten, 1 ungezähltes Blatt Bildtafel, 2 ungezählte gefaltete Blätter","2 Illustrationen, 1 Karte",2,1,2°,"Die Illustrationen sind 2 Kupferstich-Illustrationen, 1 Kupferstich-Karte (gestochen von Dietell). - Holzschnitt-Vignetten, Initialen, Text zweispaltig gedruckt","Bibliografischer Nachweis: De Backer / Sommervogel. - Zusammenstellung von Briefen und Zusammenfassung von Reiseberichten zu Missionen in Südamerika, Ägypten und Armenien",,,ger,fre $ mul,Enthält Expressionen von Übersetzungen aus verschiedenen Sprachen $ In Fraktur,,"Sicard, Claude ; http://d-nb.info/gnd/104054700 $ Du Bernat, ...","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,,"Dietel, Christoph ; http://d-nb.info/gnd/132143771",,,Briefsammlung,,"Fleuriau, Thomas Charles : Estat present de l'Armenie $  : Nouveaux Memoires des Missions de la Compagnie de Jesus dans le Levant","Mission ; Jesuiten ; Südamerika ; Geschichte 1725- ; Mission ; Sicard, Claude ; Ägypten ; Geschichte 1714-1716 circa ; Mission ; Jesuiten ; Armenien ; Geschichte 1694 circa ; Topografie ; Armenien",TravelogueD18 Südamerika Afrika Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.2,2) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
